id_respuesta,empresa_id,region,segmento,antiguedad_cliente,n_compras,nps_score,sat_producto,sat_servicio,sat_precio,sat_soporte,sat_entrega
846,EMP041,Centro,Pyme,10,6,5,3,2,3,3,3
847,EMP041,Centro,Pyme,10,9,10,2,5,2,2,2
848,EMP041,Centro,Pyme,10,6,7,3,5,4,3,1
849,EMP041,Centro,Pyme,10,7,6,3,3,2,2,2
850,EMP041,Centro,Pyme,10,8,10,4,4,2,3,2
851,EMP041,Centro,Pyme,10,10,7,2,1,3,3,4
852,EMP041,Centro,Pyme,10,11,10,3,3,2,2,3
853,EMP041,Centro,Pyme,10,10,6,3,2,3,1,2
854,EMP041,Centro,Pyme,10,9,6,2,1,2,4,4
855,EMP041,Centro,Pyme,10,9,6,2,4,3,3,2
856,EMP041,Centro,Pyme,10,7,4,2,2,3,1,3
857,EMP041,Centro,Pyme,10,10,8,1,2,4,3,4
858,EMP041,Centro,Pyme,10,9,6,2,3,2,4,3
859,EMP041,Centro,Pyme,10,5,3,3,4,2,3,4
860,EMP041,Centro,Pyme,10,9,8,2,3,3,1,4
861,EMP041,Centro,Pyme,10,8,7,3,3,3,3,2
862,EMP041,Centro,Pyme,10,9,7,3,3,2,2,4
863,EMP042,Centro,Mediana,3,4,7,3,3,2,2,3
864,EMP042,Centro,Mediana,3,6,6,4,2,3,4,3
865,EMP042,Centro,Mediana,3,5,5,2,4,3,3,2
866,EMP042,Centro,Mediana,3,5,8,3,4,2,2,3
867,EMP042,Centro,Mediana,3,3,8,2,4,2,2,3
868,EMP042,Centro,Mediana,3,3,9,2,3,3,3,2
869,EMP042,Centro,Mediana,3,8,5,4,2,3,4,3
870,EMP042,Centro,Mediana,3,4,5,3,2,4,2,3
871,EMP042,Centro,Mediana,3,4,8,2,3,3,3,5
872,EMP042,Centro,Mediana,3,2,9,1,3,4,2,3
873,EMP042,Centro,Mediana,3,6,6,4,2,2,2,3
874,EMP042,Centro,Mediana,3,7,5,3,3,3,3,3
875,EMP042,Centro,Mediana,3,6,7,2,2,3,3,3
876,EMP042,Centro,Mediana,3,7,4,3,2,4,2,3
877,EMP042,Centro,Mediana,3,4,8,4,3,3,3,4
878,EMP042,Centro,Mediana,3,7,10,4,4,3,3,4
879,EMP043,Metropolitana,Pyme,9,11,3,3,3,4,2,3
880,EMP043,Metropolitana,Pyme,9,6,6,2,1,4,3,3
881,EMP043,Metropolitana,Pyme,9,9,9,3,2,3,5,2
882,EMP043,Metropolitana,Pyme,9,11,10,3,1,3,2,3
883,EMP043,Metropolitana,Pyme,9,6,7,3,3,4,2,3
884,EMP043,Metropolitana,Pyme,9,8,7,4,3,2,4,1
885,EMP043,Metropolitana,Pyme,9,8,8,3,3,4,3,5
886,EMP043,Metropolitana,Pyme,9,10,10,3,1,3,3,4
887,EMP043,Metropolitana,Pyme,9,11,9,3,4,2,2,3
888,EMP043,Metropolitana,Pyme,9,8,7,4,2,3,2,4
889,EMP043,Metropolitana,Pyme,9,11,6,3,4,3,4,3
890,EMP043,Metropolitana,Pyme,9,9,8,3,1,2,3,4
891,EMP043,Metropolitana,Pyme,9,5,6,2,2,1,3,4
892,EMP043,Metropolitana,Pyme,9,8,3,3,2,2,3,3
893,EMP043,Metropolitana,Pyme,9,10,6,3,1,3,2,3
894,EMP043,Metropolitana,Pyme,9,9,8,4,3,3,3,4
895,EMP043,Metropolitana,Pyme,9,12,8,4,2,4,2,2
896,EMP043,Metropolitana,Pyme,9,12,7,2,3,3,1,2
897,EMP043,Metropolitana,Pyme,9,7,4,3,5,3,2,3
898,EMP043,Metropolitana,Pyme,9,4,7,3,3,2,4,4
899,EMP043,Metropolitana,Pyme,9,10,8,3,3,1,2,3
900,EMP043,Metropolitana,Pyme,9,10,10,2,2,2,4,4
901,EMP043,Metropolitana,Pyme,9,8,2,2,2,3,3,1
902,EMP044,Norte,Pyme,3,3,4,4,3,1,4,3
903,EMP044,Norte,Pyme,3,5,6,3,2,3,3,2
904,EMP044,Norte,Pyme,3,4,3,2,1,2,1,2
905,EMP044,Norte,Pyme,3,4,9,1,1,1,2,2
906,EMP044,Norte,Pyme,3,6,8,2,1,2,1,3
907,EMP044,Norte,Pyme,3,2,7,3,1,1,1,3
908,EMP044,Norte,Pyme,3,4,4,3,1,2,1,4
909,EMP044,Norte,Pyme,3,5,6,1,2,3,3,2
910,EMP044,Norte,Pyme,3,7,6,3,1,2,1,1
911,EMP044,Norte,Pyme,3,4,7,2,2,3,1,2
912,EMP044,Norte,Pyme,3,5,5,2,1,2,3,3
913,EMP044,Norte,Pyme,3,7,6,2,2,2,2,2
914,EMP044,Norte,Pyme,3,8,7,3,2,1,3,2
915,EMP044,Norte,Pyme,3,8,7,1,3,3,2,4
916,EMP044,Norte,Pyme,3,7,5,3,3,2,1,2
917,EMP045,Centro,Pyme,5,6,6,4,2,2,3,3
918,EMP045,Centro,Pyme,5,3,9,4,2,3,4,2
919,EMP045,Centro,Pyme,5,6,7,1,2,3,4,2
920,EMP045,Centro,Pyme,5,5,5,2,2,3,4,2
921,EMP045,Centro,Pyme,5,9,4,2,1,3,4,2
922,EMP045,Centro,Pyme,5,7,9,3,2,2,4,3
923,EMP045,Centro,Pyme,5,7,7,3,3,2,3,1
924,EMP045,Centro,Pyme,5,7,7,3,2,4,2,2
925,EMP045,Centro,Pyme,5,5,9,2,3,4,2,2
926,EMP045,Centro,Pyme,5,2,9,4,3,3,3,2
927,EMP045,Centro,Pyme,5,5,8,4,3,3,4,2
928,EMP045,Centro,Pyme,5,8,3,2,2,3,4,3
929,EMP045,Centro,Pyme,5,8,6,2,2,2,3,4
930,EMP045,Centro,Pyme,5,3,3,2,2,3,3,1
931,EMP045,Centro,Pyme,5,4,9,3,2,3,2,3
932,EMP045,Centro,Pyme,5,5,5,1,3,3,2,3
933,EMP045,Centro,Pyme,5,7,2,3,1,1,3,3
934,EMP045,Centro,Pyme,5,7,6,2,2,3,4,3
935,EMP045,Centro,Pyme,5,6,6,2,3,3,4,1
936,EMP045,Centro,Pyme,5,7,9,3,4,2,2,2
937,EMP046,Norte,Pyme,4,8,5,1,3,3,2,2
938,EMP046,Norte,Pyme,4,7,10,2,2,3,2,1
939,EMP046,Norte,Pyme,4,10,7,2,2,1,3,3
940,EMP046,Norte,Pyme,4,4,4,1,2,2,4,2
941,EMP046,Norte,Pyme,4,5,2,1,1,1,3,3
942,EMP046,Norte,Pyme,4,5,5,1,1,1,2,2
943,EMP046,Norte,Pyme,4,9,4,3,1,2,1,2
944,EMP046,Norte,Pyme,4,2,5,3,2,2,3,3
945,EMP046,Norte,Pyme,4,4,7,2,3,3,4,2
946,EMP046,Norte,Pyme,4,7,5,2,1,1,1,3
947,EMP046,Norte,Pyme,4,4,3,3,3,3,3,3
948,EMP046,Norte,Pyme,4,3,9,3,3,1,3,3
949,EMP046,Norte,Pyme,4,7,9,3,3,3,3,3
950,EMP046,Norte,Pyme,4,5,10,1,2,2,4,4
951,EMP046,Norte,Pyme,4,4,7,3,3,2,1,2
952,EMP046,Norte,Pyme,4,6,5,2,4,2,2,2
953,EMP046,Norte,Pyme,4,9,6,2,2,2,4,2
954,EMP046,Norte,Pyme,4,4,4,2,1,2,2,2
955,EMP046,Norte,Pyme,4,6,8,2,3,1,2,2
956,EMP046,Norte,Pyme,4,5,2,5,1,1,3,2
957,EMP046,Norte,Pyme,4,9,3,3,1,1,3,3
958,EMP047,Sur,Mediana,10,8,9,3,1,2,5,3
959,EMP047,Sur,Mediana,10,9,10,2,3,2,2,4
960,EMP047,Sur,Mediana,10,10,7,3,2,2,3,3
961,EMP047,Sur,Mediana,10,6,10,3,1,3,3,1
962,EMP047,Sur,Mediana,10,8,4,2,3,2,2,2
963,EMP047,Sur,Mediana,10,10,8,2,3,1,3,4
964,EMP047,Sur,Mediana,10,7,6,2,3,3,3,2
965,EMP047,Sur,Mediana,10,11,3,3,4,3,2,2
966,EMP047,Sur,Mediana,10,10,6,3,2,1,3,3
967,EMP047,Sur,Mediana,10,9,6,1,1,3,3,3
968,EMP047,Sur,Mediana,10,9,4,2,2,2,3,4
969,EMP047,Sur,Mediana,10,10,7,2,2,2,2,3
970,EMP047,Sur,Mediana,10,7,6,2,4,3,3,1
971,EMP047,Sur,Mediana,10,9,9,3,3,2,3,3
972,EMP047,Sur,Mediana,10,10,9,2,1,4,2,4
973,EMP047,Sur,Mediana,10,12,7,3,3,1,3,5
974,EMP047,Sur,Mediana,10,7,8,2,1,2,1,3
975,EMP048,Oriente,Pyme,6,6,3,2,3,2,3,4
976,EMP048,Oriente,Pyme,6,6,10,1,1,2,4,2
977,EMP048,Oriente,Pyme,6,5,3,3,3,2,2,2
978,EMP048,Oriente,Pyme,6,11,5,2,3,1,2,2
979,EMP048,Oriente,Pyme,6,7,2,1,2,3,1,2
980,EMP048,Oriente,Pyme,6,6,5,2,1,2,3,1
981,EMP048,Oriente,Pyme,6,4,10,2,4,2,3,1
982,EMP048,Oriente,Pyme,6,10,7,3,1,2,1,3
983,EMP048,Oriente,Pyme,6,6,5,3,2,2,4,2
984,EMP048,Oriente,Pyme,6,6,7,2,2,2,2,2
985,EMP048,Oriente,Pyme,6,7,4,3,5,1,1,2
986,EMP048,Oriente,Pyme,6,6,7,4,2,3,3,3
987,EMP048,Oriente,Pyme,6,7,5,1,1,2,3,1
988,EMP048,Oriente,Pyme,6,12,3,3,2,1,2,3
989,EMP048,Oriente,Pyme,6,5,8,2,2,2,2,2
990,EMP048,Oriente,Pyme,6,6,5,1,2,2,3,3
991,EMP048,Oriente,Pyme,6,6,5,3,2,2,3,1
992,EMP048,Oriente,Pyme,6,6,3,2,4,2,4,3
993,EMP048,Oriente,Pyme,6,10,9,2,3,2,3,3
994,EMP048,Oriente,Pyme,6,4,3,2,3,2,2,3
995,EMP048,Oriente,Pyme,6,10,6,2,2,2,1,3
996,EMP048,Oriente,Pyme,6,6,7,1,1,2,2,2
997,EMP048,Oriente,Pyme,6,7,9,1,1,2,2,4
998,EMP048,Oriente,Pyme,6,8,8,1,2,2,3,2
999,EMP049,Norte,Mediana,9,7,8,2,3,1,3,4
1000,EMP049,Norte,Mediana,9,9,7,3,1,3,3,2
1001,EMP049,Norte,Mediana,9,13,5,2,3,2,2,2
1002,EMP049,Norte,Mediana,9,8,4,3,1,2,3,2
1003,EMP049,Norte,Mediana,9,11,6,2,1,1,1,3
1004,EMP049,Norte,Mediana,9,14,7,4,1,1,4,2
1005,EMP049,Norte,Mediana,9,8,4,2,3,2,3,2
1006,EMP049,Norte,Mediana,9,11,7,2,2,3,4,2
1007,EMP049,Norte,Mediana,9,8,5,3,2,2,3,3
1008,EMP049,Norte,Mediana,9,10,7,2,3,1,3,3
1009,EMP049,Norte,Mediana,9,8,6,3,1,2,2,2
1010,EMP049,Norte,Mediana,9,13,5,1,1,3,4,4
1011,EMP049,Norte,Mediana,9,9,2,2,3,1,4,2
1012,EMP049,Norte,Mediana,9,6,6,1,2,1,2,2
1013,EMP049,Norte,Mediana,9,11,4,2,3,2,2,3
1014,EMP049,Norte,Mediana,9,7,4,3,3,1,2,3
1015,EMP049,Norte,Mediana,9,9,7,2,3,3,2,4
1016,EMP049,Norte,Mediana,9,8,9,2,2,3,2,3
1017,EMP049,Norte,Mediana,9,10,7,3,2,3,3,4
1018,EMP049,Norte,Mediana,9,7,5,2,1,4,1,3
1019,EMP050,Oriente,Mediana,6,7,6,3,2,2,3,1
1020,EMP050,Oriente,Mediana,6,6,6,3,1,1,1,3
1021,EMP050,Oriente,Mediana,6,11,6,1,3,1,4,1
1022,EMP050,Oriente,Mediana,6,8,5,2,1,2,3,3
1023,EMP050,Oriente,Mediana,6,3,3,1,3,4,3,3
1024,EMP050,Oriente,Mediana,6,8,7,3,2,2,1,3
1025,EMP050,Oriente,Mediana,6,5,4,3,1,1,3,4
1026,EMP050,Oriente,Mediana,6,9,3,2,2,3,1,2
1027,EMP050,Oriente,Mediana,6,6,6,4,3,2,2,2
1028,EMP050,Oriente,Mediana,6,6,5,2,3,3,3,1
1029,EMP050,Oriente,Mediana,6,7,5,3,3,2,1,2
1030,EMP050,Oriente,Mediana,6,8,3,3,2,3,1,2
1031,EMP050,Oriente,Mediana,6,6,5,3,3,1,2,3
1032,EMP050,Oriente,Mediana,6,3,7,1,1,2,2,2
1033,EMP050,Oriente,Mediana,6,10,7,2,1,3,2,2
1034,EMP051,Centro,Grande,1,2,5,2,1,3,4,3
1035,EMP051,Centro,Grande,1,5,5,3,1,3,4,1
1036,EMP051,Centro,Grande,1,5,4,3,2,4,2,3
1037,EMP051,Centro,Grande,1,5,7,4,3,2,2,4
1038,EMP051,Centro,Grande,1,8,9,4,1,2,3,2
1039,EMP051,Centro,Grande,1,4,4,4,2,1,3,3
1040,EMP051,Centro,Grande,1,4,10,3,3,3,2,4
1041,EMP051,Centro,Grande,1,5,9,2,2,3,2,2
1042,EMP051,Centro,Grande,1,8,7,3,4,1,3,4
1043,EMP051,Centro,Grande,1,3,7,5,2,4,5,1
1044,EMP051,Centro,Grande,1,6,9,3,4,2,3,3
1045,EMP051,Centro,Grande,1,6,6,3,2,3,3,3
1046,EMP051,Centro,Grande,1,5,6,3,1,4,4,1
1047,EMP051,Centro,Grande,1,8,6,4,2,2,2,1
1048,EMP051,Centro,Grande,1,5,6,3,1,3,1,4
1049,EMP051,Centro,Grande,1,2,7,2,3,1,4,2
1050,EMP051,Centro,Grande,1,8,9,4,1,1,3,4
1051,EMP051,Centro,Grande,1,2,7,3,1,2,1,4
1052,EMP051,Centro,Grande,1,3,3,4,3,3,4,1
1053,EMP051,Centro,Grande,1,5,9,3,2,2,2,2
1054,EMP051,Centro,Grande,1,6,10,3,3,3,3,3
1055,EMP051,Centro,Grande,1,3,2,4,3,2,2,3
1056,EMP051,Centro,Grande,1,4,10,2,4,3,1,3
1057,EMP051,Centro,Grande,1,5,8,3,2,2,4,3
1058,EMP051,Centro,Grande,1,3,8,1,2,2,1,3
1059,EMP052,Centro,Mediana,5,7,6,3,4,2,2,3
1060,EMP052,Centro,Mediana,5,6,9,2,3,2,2,2
1061,EMP052,Centro,Mediana,5,8,8,2,2,3,5,3
1062,EMP052,Centro,Mediana,5,6,7,1,3,2,4,3
1063,EMP052,Centro,Mediana,5,6,9,3,1,2,3,4
1064,EMP052,Centro,Mediana,5,5,8,3,3,3,3,2
1065,EMP052,Centro,Mediana,5,2,7,3,3,2,3,3
1066,EMP052,Centro,Mediana,5,9,10,3,2,2,3,1
1067,EMP052,Centro,Mediana,5,6,8,2,2,3,1,4
1068,EMP052,Centro,Mediana,5,3,6,2,3,3,2,3
1069,EMP052,Centro,Mediana,5,9,4,3,3,2,3,2
1070,EMP052,Centro,Mediana,5,9,8,5,3,3,4,3
1071,EMP052,Centro,Mediana,5,7,4,2,1,2,3,3
1072,EMP052,Centro,Mediana,5,9,4,4,2,2,3,4
1073,EMP052,Centro,Mediana,5,5,5,2,3,1,3,3
1074,EMP052,Centro,Mediana,5,5,3,3,3,3,3,3
1075,EMP052,Centro,Mediana,5,9,7,3,2,2,1,4
1076,EMP052,Centro,Mediana,5,8,5,3,3,3,2,4
1077,EMP052,Centro,Mediana,5,10,4,4,2,2,2,3
1078,EMP052,Centro,Mediana,5,5,6,3,2,3,4,2
1079,EMP052,Centro,Mediana,5,11,8,2,3,3,4,5
1080,EMP052,Centro,Mediana,5,6,7,2,5,2,1,1
1081,EMP052,Centro,Mediana,5,10,8,3,3,2,4,1
1082,EMP052,Centro,Mediana,5,5,5,2,1,2,2,3
1083,EMP053,Centro,Grande,5,5,8,2,1,3,4,2
1084,EMP053,Centro,Grande,5,8,10,3,2,2,2,2
1085,EMP053,Centro,Grande,5,4,5,2,2,3,4,2
1086,EMP053,Centro,Grande,5,6,7,4,3,3,2,2
1087,EMP053,Centro,Grande,5,7,9,3,1,1,3,4
1088,EMP053,Centro,Grande,5,6,7,2,3,3,2,3
1089,EMP053,Centro,Grande,5,9,10,2,2,1,1,2
1090,EMP053,Centro,Grande,5,12,9,2,3,4,2,4
1091,EMP053,Centro,Grande,5,8,6,3,4,3,3,3
1092,EMP053,Centro,Grande,5,6,8,3,3,3,2,4
1093,EMP053,Centro,Grande,5,8,5,3,2,2,4,3
1094,EMP053,Centro,Grande,5,6,6,3,2,1,3,2
1095,EMP053,Centro,Grande,5,9,9,2,2,2,3,3
1096,EMP053,Centro,Grande,5,7,7,3,1,2,2,3
1097,EMP053,Centro,Grande,5,8,8,2,3,3,3,2
1098,EMP053,Centro,Grande,5,4,8,2,3,2,4,3
1099,EMP053,Centro,Grande,5,3,5,2,2,2,3,2
1100,EMP053,Centro,Grande,5,7,6,4,1,2,2,2
1101,EMP053,Centro,Grande,5,4,8,2,2,3,2,1
1102,EMP053,Centro,Grande,5,7,7,4,2,3,4,5
1103,EMP053,Centro,Grande,5,8,6,1,2,3,3,3
1104,EMP053,Centro,Grande,5,11,7,3,2,4,5,3
1105,EMP053,Centro,Grande,5,9,3,3,3,3,2,4
1106,EMP053,Centro,Grande,5,6,5,3,2,1,2,4
1107,EMP054,Occidente,Pyme,6,6,7,3,2,3,2,2
1108,EMP054,Occidente,Pyme,6,8,3,1,2,1,4,3
1109,EMP054,Occidente,Pyme,6,1,6,3,1,2,4,3
1110,EMP054,Occidente,Pyme,6,6,7,3,3,2,1,3
1111,EMP054,Occidente,Pyme,6,5,4,3,2,2,4,1
1112,EMP054,Occidente,Pyme,6,8,8,2,2,3,1,3
1113,EMP054,Occidente,Pyme,6,7,5,3,2,2,3,2
1114,EMP054,Occidente,Pyme,6,6,7,2,1,2,2,4
1115,EMP054,Occidente,Pyme,6,10,4,2,3,1,3,2
1116,EMP054,Occidente,Pyme,6,4,6,2,4,2,4,3
1117,EMP054,Occidente,Pyme,6,7,9,2,3,2,2,3
1118,EMP054,Occidente,Pyme,6,8,8,3,3,3,4,1
1119,EMP054,Occidente,Pyme,6,7,5,3,2,3,2,3
1120,EMP054,Occidente,Pyme,6,5,8,3,3,3,3,3
1121,EMP054,Occidente,Pyme,6,6,10,2,2,2,4,2
1122,EMP054,Occidente,Pyme,6,9,6,3,4,2,4,2
1123,EMP054,Occidente,Pyme,6,8,9,2,3,1,3,1
1124,EMP054,Occidente,Pyme,6,6,8,4,1,1,2,2
1125,EMP054,Occidente,Pyme,6,6,6,3,2,2,3,2
1126,EMP054,Occidente,Pyme,6,5,9,2,4,3,2,2
1127,EMP054,Occidente,Pyme,6,7,2,2,4,3,3,2
1128,EMP054,Occidente,Pyme,6,4,6,3,4,2,4,2
1129,EMP054,Occidente,Pyme,6,9,9,3,2,3,2,2
1130,EMP054,Occidente,Pyme,6,11,8,3,3,2,2,2
1131,EMP055,Metropolitana,Pyme,9,8,9,3,4,1,3,2
1132,EMP055,Metropolitana,Pyme,9,7,10,2,3,3,3,3
1133,EMP055,Metropolitana,Pyme,9,10,7,3,1,2,2,3
1134,EMP055,Metropolitana,Pyme,9,11,8,3,2,2,3,2
1135,EMP055,Metropolitana,Pyme,9,7,9,3,2,2,2,2
1136,EMP055,Metropolitana,Pyme,9,10,6,3,4,1,2,2
1137,EMP055,Metropolitana,Pyme,9,10,9,3,3,2,3,3
1138,EMP055,Metropolitana,Pyme,9,9,9,2,2,1,3,2
1139,EMP055,Metropolitana,Pyme,9,6,6,3,3,2,2,4
1140,EMP055,Metropolitana,Pyme,9,9,5,2,1,3,3,4
1141,EMP055,Metropolitana,Pyme,9,11,7,5,3,4,4,3
1142,EMP055,Metropolitana,Pyme,9,6,7,2,2,2,4,3
1143,EMP055,Metropolitana,Pyme,9,9,6,2,4,2,2,2
1144,EMP055,Metropolitana,Pyme,9,10,5,3,2,1,3,4
1145,EMP055,Metropolitana,Pyme,9,6,9,3,1,5,2,3
1146,EMP055,Metropolitana,Pyme,9,8,5,2,3,1,4,3
1147,EMP055,Metropolitana,Pyme,9,4,8,4,2,2,2,3
1148,EMP055,Metropolitana,Pyme,9,12,8,4,3,1,4,3
1149,EMP055,Metropolitana,Pyme,9,8,9,4,2,4,4,2
1150,EMP055,Metropolitana,Pyme,9,6,7,2,3,2,3,2
1151,EMP055,Metropolitana,Pyme,9,8,3,1,2,4,3,2
1152,EMP055,Metropolitana,Pyme,9,8,8,4,3,3,3,3
1153,EMP055,Metropolitana,Pyme,9,6,7,3,4,3,3,3
1154,EMP055,Metropolitana,Pyme,9,5,10,4,3,3,2,2
1155,EMP055,Metropolitana,Pyme,9,5,8,3,3,3,3,2
1156,EMP056,Occidente,Pyme,10,11,3,2,2,3,2,3
1157,EMP056,Occidente,Pyme,10,9,7,2,1,3,4,4
1158,EMP056,Occidente,Pyme,10,10,4,3,2,3,1,2
1159,EMP056,Occidente,Pyme,10,10,2,4,2,3,3,3
1160,EMP056,Occidente,Pyme,10,11,8,3,3,2,2,3
1161,EMP056,Occidente,Pyme,10,8,3,2,3,1,3,4
1162,EMP056,Occidente,Pyme,10,7,10,2,2,2,2,3
1163,EMP056,Occidente,Pyme,10,10,6,4,3,3,3,2
1164,EMP056,Occidente,Pyme,10,11,5,2,2,3,5,3
1165,EMP056,Occidente,Pyme,10,7,5,1,2,3,1,1
1166,EMP056,Occidente,Pyme,10,11,3,3,3,3,2,3
1167,EMP056,Occidente,Pyme,10,7,7,2,2,3,4,3
1168,EMP056,Occidente,Pyme,10,5,3,3,1,2,2,4
1169,EMP056,Occidente,Pyme,10,7,7,2,2,3,3,3
1170,EMP056,Occidente,Pyme,10,8,4,3,2,2,3,2
1171,EMP057,Occidente,Grande,8,10,8,2,5,1,3,1
1172,EMP057,Occidente,Grande,8,8,8,2,1,3,2,2
1173,EMP057,Occidente,Grande,8,6,7,2,3,2,2,3
1174,EMP057,Occidente,Grande,8,8,2,3,2,3,1,2
1175,EMP057,Occidente,Grande,8,9,4,4,1,4,4,3
1176,EMP057,Occidente,Grande,8,5,10,2,2,3,2,1
1177,EMP057,Occidente,Grande,8,9,10,2,1,2,2,3
1178,EMP057,Occidente,Grande,8,9,6,2,2,2,3,3
1179,EMP057,Occidente,Grande,8,10,8,4,2,2,5,2
1180,EMP057,Occidente,Grande,8,7,4,3,1,2,3,3
1181,EMP057,Occidente,Grande,8,7,8,3,1,2,1,2
1182,EMP057,Occidente,Grande,8,10,5,3,4,3,2,2
1183,EMP057,Occidente,Grande,8,3,5,2,2,4,3,3
1184,EMP057,Occidente,Grande,8,8,7,3,3,2,4,3
1185,EMP057,Occidente,Grande,8,5,8,3,1,1,3,2
1186,EMP057,Occidente,Grande,8,7,5,2,2,2,2,2
1187,EMP057,Occidente,Grande,8,7,5,2,1,1,4,3
1188,EMP057,Occidente,Grande,8,5,9,2,3,4,3,1
1189,EMP057,Occidente,Grande,8,6,10,4,1,2,4,2
1190,EMP057,Occidente,Grande,8,7,7,4,2,1,2,3
1191,EMP057,Occidente,Grande,8,10,4,4,2,3,5,4
1192,EMP057,Occidente,Grande,8,7,6,4,4,3,1,1
1193,EMP058,Metropolitana,Pyme,2,5,8,2,1,3,2,4
1194,EMP058,Metropolitana,Pyme,2,3,5,2,2,1,1,2
1195,EMP058,Metropolitana,Pyme,2,4,6,3,3,2,2,4
1196,EMP058,Metropolitana,Pyme,2,3,10,3,3,3,3,3
1197,EMP058,Metropolitana,Pyme,2,3,10,2,4,2,4,2
1198,EMP058,Metropolitana,Pyme,2,7,5,3,3,2,2,2
1199,EMP058,Metropolitana,Pyme,2,3,6,1,2,3,4,4
1200,EMP058,Metropolitana,Pyme,2,6,7,3,1,1,1,3
1201,EMP058,Metropolitana,Pyme,2,6,8,2,3,2,5,5
1202,EMP058,Metropolitana,Pyme,2,3,7,2,2,2,2,2
1203,EMP058,Metropolitana,Pyme,2,5,6,2,2,4,5,3
1204,EMP058,Metropolitana,Pyme,2,3,9,3,3,1,3,3
1205,EMP058,Metropolitana,Pyme,2,3,8,2,2,2,3,3
1206,EMP058,Metropolitana,Pyme,2,1,7,3,1,2,1,3
1207,EMP058,Metropolitana,Pyme,2,2,8,3,2,3,4,3
1208,EMP058,Metropolitana,Pyme,2,8,6,3,2,3,4,3
1209,EMP058,Metropolitana,Pyme,2,6,7,2,2,2,4,3
1210,EMP058,Metropolitana,Pyme,2,3,8,3,1,3,3,3
1211,EMP059,Metropolitana,Pyme,7,4,5,3,4,2,3,4
1212,EMP059,Metropolitana,Pyme,7,8,7,3,4,3,4,3
1213,EMP059,Metropolitana,Pyme,7,10,5,3,3,2,3,3
1214,EMP059,Metropolitana,Pyme,7,4,10,4,2,3,3,3
1215,EMP059,Metropolitana,Pyme,7,8,6,2,2,2,2,3
1216,EMP059,Metropolitana,Pyme,7,6,6,2,3,4,3,3
1217,EMP059,Metropolitana,Pyme,7,5,6,2,3,3,2,3
1218,EMP059,Metropolitana,Pyme,7,5,8,3,3,3,5,3
1219,EMP059,Metropolitana,Pyme,7,5,7,3,1,3,3,3
1220,EMP059,Metropolitana,Pyme,7,11,6,2,2,2,3,3
1221,EMP059,Metropolitana,Pyme,7,5,4,3,1,2,2,3
1222,EMP059,Metropolitana,Pyme,7,7,10,2,2,1,2,2
1223,EMP059,Metropolitana,Pyme,7,8,8,2,2,2,3,2
1224,EMP059,Metropolitana,Pyme,7,7,8,5,3,1,2,5
1225,EMP059,Metropolitana,Pyme,7,7,6,1,4,3,3,3
1226,EMP059,Metropolitana,Pyme,7,8,3,3,2,2,4,2
1227,EMP059,Metropolitana,Pyme,7,11,6,4,4,3,4,5
1228,EMP059,Metropolitana,Pyme,7,6,8,2,3,2,2,4
1229,EMP059,Metropolitana,Pyme,7,5,6,3,2,2,1,3
1230,EMP059,Metropolitana,Pyme,7,5,5,3,2,2,2,3
1231,EMP060,Oriente,Pyme,7,6,8,3,2,2,2,2
1232,EMP060,Oriente,Pyme,7,6,2,2,2,1,2,3
1233,EMP060,Oriente,Pyme,7,7,3,3,1,3,2,1
1234,EMP060,Oriente,Pyme,7,8,3,2,2,3,2,3
1235,EMP060,Oriente,Pyme,7,8,4,3,2,1,1,1
1236,EMP060,Oriente,Pyme,7,8,7,2,4,2,1,2
1237,EMP060,Oriente,Pyme,7,9,2,3,2,1,3,1
1238,EMP060,Oriente,Pyme,7,9,5,3,3,3,2,2
1239,EMP060,Oriente,Pyme,7,8,5,1,2,1,3,1
1240,EMP060,Oriente,Pyme,7,6,8,3,1,2,2,2
1241,EMP060,Oriente,Pyme,7,9,7,3,2,2,4,4
1242,EMP060,Oriente,Pyme,7,8,4,2,1,2,3,4
1243,EMP060,Oriente,Pyme,7,6,7,2,2,2,3,3
1244,EMP060,Oriente,Pyme,7,9,3,2,1,1,3,1
1245,EMP060,Oriente,Pyme,7,7,3,3,2,2,3,2
1246,EMP060,Oriente,Pyme,7,7,7,4,1,2,2,3
1247,EMP060,Oriente,Pyme,7,6,6,3,3,2,2,2
1248,EMP060,Oriente,Pyme,7,9,2,1,3,2,2,1
1249,EMP060,Oriente,Pyme,7,7,6,1,1,1,4,2
1250,EMP060,Oriente,Pyme,7,7,5,4,4,2,2,2
1251,EMP060,Oriente,Pyme,7,8,5,3,2,1,2,2
1252,EMP060,Oriente,Pyme,7,1,8,2,2,3,2,2
1253,EMP060,Oriente,Pyme,7,5,5,3,3,1,3,3
1254,EMP060,Oriente,Pyme,7,4,5,1,1,2,3,3
1255,EMP061,Occidente,Mediana,5,10,5,2,2,3,3,2
1256,EMP061,Occidente,Mediana,5,10,7,2,2,1,2,1
1257,EMP061,Occidente,Mediana,5,7,7,4,3,1,2,4
1258,EMP061,Occidente,Mediana,5,6,8,3,4,3,2,4
1259,EMP061,Occidente,Mediana,5,4,6,1,3,4,3,2
1260,EMP061,Occidente,Mediana,5,9,6,3,3,3,2,3
1261,EMP061,Occidente,Mediana,5,6,2,3,1,1,3,4
1262,EMP061,Occidente,Mediana,5,6,9,2,2,2,2,3
